AREA,DISTANCE_F_C_C,FLOOR,MAX_FLOOR,ROOMS,WINDOWS,PRICE
61.5,4300,3,7,3,6,131160
27.6,4600,7,9,2,5,70210
27.7,9900,7,12,1,5,39150
89.1,5000,10,10,2,6,150030
67,9500,3,4,2,6,96540
41,8100,5,6,2,3,63460
61.1,3700,4,9,3,4,152600
48.4,4600,6,7,2,5,93950
63.8,800,9,12,3,5,133400
86.3,9900,1,6,5,7,142600
43.6,4400,4,9,2,6,103960
67.1,9300,5,5,4,5,89980
65.8,5000,8,11,2,5,90380
33.9,200,9,9,1,5,99670
23.8,500,6,10,1,3,46010
56.8,3200,1,2,1,5,89350
46.7,3700,5,5,3,5,110830
88.8,5100,2,5,2,3,110590
37.6,3000,1,2,3,5,90960
88.8,1800,7,8,5,8,183410
65.3,5300,7,11,5,8,88890
55.3,9800,4,5,3,5,94860
25.9,3500,6,7,3,7,40550
21.3,7000,4,4,1,4,29310
67.5,800,5,6,4,7,179940
28.3,6900,8,12,3,4,46720
24.3,3700,5,8,2,5,52030
36.4,3000,1,1,1,2,87500
69,300,1,7,4,8,214550
57.7,8700,4,10,2,5,94060
35.6,2800,2,4,1,5,69160
61.3,2900,3,3,2,6,124400
23.1,2100,1,6,2,6,42640
54.3,9300,4,4,4,5,81950
53.3,1400,6,8,3,6,147700
22.8,4000,5,9,3,6,55550
44.5,5300,10,10,1,2,68000
53.4,8300,1,1,1,4,79050
56.8,9600,5,6,1,4,97580
28.6,1700,5,11,1,2,64900
54.9,6200,2,2,3,7,90760
88.2,1600,2,12,1,5,172020
33.7,6600,3,3,3,6,40240
53.2,1400,1,2,1,4,123090
21.9,6200,4,9,3,7,36380
69.8,1600,2,3,4,7,128520
34.6,9500,1,8,1,4,53590
76.1,9400,1,6,3,4,115670
36.1,9500,4,4,1,4,49740
90.6,9900,2,6,4,6,124970
41.3,5100,1,1,1,4,70770
79.3,9200,2,6,3,5,138840
67.6,900,1,11,1,3,180510
25.8,9600,1,2,3,4,31600
66.8,7000,7,8,1,3,97270
34.5,4100,12,12,4,7,68860
57.9,8600,3,4,1,5,86390
36.8,2500,3,4,3,4,57160
32.8,6600,4,4,3,7,44870
26.5,1700,8,9,3,7,73070
43,5500,1,11,3,4,64200
45.7,9600,4,12,3,6,66160
39.2,7200,7,7,2,6,48820
67.5,3000,7,9,3,6,149340
52.3,6600,1,1,3,6,78550
91.6,7700,3,7,5,9,153590
26.6,4500,2,8,1,2,44190
33.7,4500,9,12,3,5,73180
49.3,9400,5,6,1,2,73740
20.7,8300,9,12,1,5,29670
54.1,4400,6,8,1,5,91220
27.4,2300,6,6,1,4,45150
36.6,2000,4,11,3,6,79480
67.4,2900,6,9,3,6,133430
20.5,6200,6,8,1,5,35970
34.2,6100,5,12,3,7,63120
42.9,8600,2,2,2,5,58300
20.4,2700,2,5,1,4,39720
43.6,2100,1,6,1,2,70510
27.4,4100,1,4,2,3,47760
23.2,9800,8,12,2,3,32830
38.8,8100,1,3,2,6,61840
43.5,9700,2,9,1,3,54710
66.3,4500,1,2,1,2,105850
28.8,4900,1,1,1,5,50900
81.8,7000,1,1,1,3,131480
55.8,3100,7,11,2,3,124670
87.5,8300,7,10,5,9,119030
68.9,5900,1,2,3,7,107330
36.3,3000,1,4,1,4,62590
50.6,5700,6,9,5,6,69070
61.6,6600,3,3,1,5,84760
39.4,1500,5,7,1,2,84740
82,1600,4,4,2,3,233650
54.1,6800,6,8,1,5,97180
22.3,4600,2,9,1,5,56160
49.5,2400,3,6,2,3,105900
37.2,6200,1,1,3,6,49210
21.6,7600,1,7,1,5,25910
60,4900,3,5,1,5,117420
53.5,6400,3,9,1,2,77100
58.7,1900,8,10,2,3,119830
47.7,5500,5,11,1,3,86680
57.3,4600,2,2,5,7,116650
37.5,9700,1,3,1,2,60240
73.6,3000,2,3,2,5,177190
38.6,2800,12,12,4,8,68680
97.9,5700,3,3,4,6,169690
22.3,1600,1,4,1,2,42200
38.9,600,1,1,1,3,96940
45.8,7100,10,11,1,5,56050
96.9,7600,1,3,7,10,154710
69.2,1700,9,9,6,8,160430
69.7,4600,2,10,6,9,166000
30.6,6700,9,11,1,4,50900
83.3,500,1,10,2,6,185320
23.9,7500,4,4,2,6,32970
68.6,300,1,9,4,8,167190
33.1,2900,4,12,2,4,54520
68.6,900,2,2,5,7,156630
34.5,3800,10,10,3,5,79700
62.9,1900,1,6,1,2,162410
65.8,8700,7,9,1,2,82260
89.3,3000,3,5,6,10,165590
68.3,5500,1,5,4,7,92260
35.5,900,1,9,1,3,72070
53,9500,6,7,5,7,70730
84.5,2600,4,8,5,7,142880
44.9,2400,2,3,1,2,85790
88.7,5000,5,7,3,6,114680
53.5,4700,1,3,4,6,97980
32.1,4100,1,2,3,5,68230
47.3,2300,2,2,4,5,93730
28.8,8300,2,3,2,3,36180
40.7,2700,2,2,1,2,79230
31.6,4600,8,10,3,4,72610
40.6,7000,1,1,1,2,61860
54.5,2000,2,2,1,3,96130
42,9800,1,1,4,7,69810
96.6,9600,3,4,7,11,155270
37.6,8300,11,11,2,6,46220
46.3,1500,7,7,1,3,121880
44.5,7900,2,7,1,2,82560
71.3,6500,1,1,1,2,100040
20.9,5800,5,8,1,3,33650
53.7,9400,1,1,1,5,70120
44.3,5400,7,9,4,6,62950
73,3600,2,4,2,4,173790
31.1,6400,10,10,1,5,39460
95,800,6,10,7,11,227790
31.8,4700,11,11,2,4,63100
55.9,5200,1,1,4,7,94730
41.1,2900,1,2,3,6,73200
27.3,1200,5,7,2,4,64730
67.3,8800,1,4,4,8,90550
71.2,5100,8,11,5,9,90360
69,800,6,9,2,5,162490
74.4,800,3,9,2,3,197690
65,2900,1,1,4,6,156370
75.8,5700,1,1,2,6,91680
26.9,900,4,7,1,4,74870
21.5,3200,3,6,1,5,45220
24.4,3200,3,6,1,4,60360
41.9,5000,4,4,4,5,50110
33,7700,9,11,1,4,60470
93.2,3500,6,6,2,5,159700
52.8,6400,4,6,3,4,73580
93.1,4000,2,12,2,5,210850
42.5,2800,7,10,3,6,103440
40.9,2600,1,1,1,2,94040
61.9,500,1,1,2,4,166070
93.7,2900,6,8,5,7,208910
25.9,9400,3,7,3,4,38280
52.4,9700,7,11,2,3,88110
40.9,3900,1,1,2,3,64380
40.5,9800,8,10,1,5,52780
36.8,2100,6,10,1,5,68200
78,7500,1,4,3,4,134990
56.9,3700,3,4,1,3,104920
45.5,1200,2,8,2,6,110260
47,5500,8,10,3,7,79380
56.4,1000,1,9,5,7,111210
26.5,7900,3,12,1,3,36270
63.7,3100,2,3,4,5,130990
21.1,4000,5,11,1,2,51710
81.3,6300,7,10,3,7,107580
50,1500,3,11,4,5,108150
92.5,6300,7,9,3,5,140160
69.5,700,1,1,3,6,171440
40.2,3200,5,7,1,5,98300
35.1,8500,1,9,3,5,49460
65.3,2000,3,10,1,4,125060
40.2,200,1,12,2,3,121420
20.9,2600,1,1,1,3,38800
53.2,3600,3,3,5,8,93120
67.8,4800,1,5,2,5,120880
51.8,9500,6,6,3,5,82610
67.5,9800,1,6,2,6,98900
57.7,7100,1,1,2,6,86090
39.2,400,3,7,2,3,121990
58.3,500,1,2,1,2,115110
27.2,9400,1,6,3,6,48100
43.9,2000,3,6,1,2,76610
37.2,8200,3,4,3,5,46870
58.3,4000,7,7,2,5,94600
35.2,3100,5,6,2,6,65980
31.8,5400,5,7,1,4,48330
78.1,9500,3,3,6,10,97840
41.8,2200,11,11,4,8,86220
62,4900,1,7,4,7,133860
59.8,3500,8,11,1,5,133270
65.1,8500,11,12,3,6,103880
49.1,1700,7,8,1,3,107420
33.5,1500,3,8,1,3,92480
43.2,5200,1,1,1,4,58000
69.4,900,8,9,1,4,134720
53.7,9800,2,8,4,7,68710
97.3,5200,2,12,4,5,147340
46.2,7800,5,12,5,8,61480
69.2,2900,1,10,5,7,145610
23.5,9800,5,7,3,4,41990
51.3,9600,3,5,4,6,93270
65.8,8800,1,1,3,6,95930
83.2,4000,1,12,3,5,200970
53.8,6500,4,5,1,4,81530
62.1,8400,3,3,4,8,108530
46,2700,3,6,5,7,116540
27.6,7400,2,4,1,2,35370
68.1,1400,2,3,2,6,156840
46.6,6400,3,5,3,4,62060
43.3,3000,6,11,3,5,74570
43.3,5600,10,10,4,5,74660
32.6,5800,1,2,3,4,48880
51.7,9000,6,7,5,8,72160
51.3,8000,11,12,1,2,66250
61.9,9200,2,5,3,7,84970
53.1,6500,1,7,4,5,72870
98.7,6400,3,8,7,9,133890
37.3,1100,1,5,3,4,74920
72.9,500,1,8,4,8,201090
29,200,4,7,3,7,82040
30.8,2500,7,7,1,5,72820
32.7,4900,5,7,2,3,73870
45.7,3700,1,8,1,5,100060
64.6,300,2,3,5,7,182440
27.7,200,8,9,1,3,79120
52.5,8100,4,8,1,3,68670
20.9,3700,1,2,1,2,40570
46.8,1500,6,6,3,4,126570
90.8,5800,2,5,2,4,155950
46.9,1900,3,5,1,5,131300
34.1,9800,3,5,4,8,54060
38.8,4700,1,8,1,4,62680
50.8,1200,4,5,1,3,100300
47.3,4400,3,8,1,3,93370
27.3,9700,2,4,1,4,44240
56.9,4000,4,9,1,2,110110
52.5,1400,1,5,3,6,141130
36.4,5400,2,5,1,3,48930
52.3,2300,7,8,1,4,123510
64.4,5300,1,9,2,5,103740
62.6,5800,7,12,3,6,80160
47.1,7500,7,12,5,8,69310
26.6,3800,1,11,2,5,44550
31.4,9100,7,9,1,2,38950
25.7,6100,1,1,2,3,41350
24.8,9000,2,3,3,6,37220
86.7,1200,1,1,2,6,231670
31.2,1900,8,10,1,5,64080
75.5,3000,4,5,1,5,178840
55.1,9100,5,7,3,7,70500
64.5,7800,4,4,3,7,87010
30.6,5100,1,3,3,7,46760
96.7,3000,2,3,7,10,202510
40.5,8600,2,4,1,2,69020
88.2,6100,1,3,4,7,112710
64.8,8800,8,12,1,2,97750
67.4,8300,11,11,4,5,80790
43.6,1700,1,1,2,4,113120
91.1,9600,1,3,2,4,130440
26.3,1700,7,11,1,3,77770
25.8,7400,3,5,3,4,46780
43.2,5500,1,1,1,3,53770
42.6,3700,1,2,1,4,96500
41.1,3200,3,5,2,6,84880
84.4,5300,2,2,4,7,140140
64.3,400,1,12,2,5,161570
64.9,6300,6,7,5,7,95550
51.6,5800,10,12,5,6,94210
42.5,1000,3,6,1,4,114980
35.7,9500,4,7,3,7,47340
83.8,7900,3,3,2,3,146080
48.5,3000,2,8,4,8,108130
48.4,9400,6,12,4,8,78710
63.5,8600,3,10,5,6,119920
66,700,9,11,4,6,147340
49,1100,9,10,3,4,119240
39.6,4000,4,11,1,5,79900
48.8,8000,2,10,3,6,83540
73.4,4000,2,4,4,7,169300
45.4,8900,1,11,4,6,61000
90.8,3800,1,2,3,5,169810
22.3,9300,3,3,1,3,31950
46,1800,1,3,1,3,107010
61.9,800,4,9,4,6,151950
63,7600,3,3,5,7,88620
69,1100,4,4,5,8,136490
84.2,1500,3,5,6,10,174770
52.5,1500,1,12,1,3,137920
30.7,4600,5,10,1,2,63220
64.7,3300,2,6,2,3,142230
42.8,5800,1,6,4,6,55620
67.7,1200,2,5,1,4,152160
99.8,4300,2,5,5,6,184780
48.3,1400,2,2,1,5,127100
30.4,3600,5,9,1,5,50160
46.5,700,1,1,4,7,98340
50.1,500,2,11,1,5,142680
32.2,1800,3,3,1,3,59400
82.6,8500,10,10,1,4,124370
53.1,9600,4,10,2,6,70970
46.4,8100,7,9,3,4,81010
42.3,2600,4,10,1,5,108410
57.3,6600,6,7,2,4,76470
69,7400,6,8,6,7,104150
91.7,6900,1,1,1,4,149870
46.8,9100,9,11,1,3,74420
58.9,9400,6,6,4,8,105430
68.7,8200,6,8,5,7,120870
86.6,400,2,3,5,9,217840
49.5,3500,3,3,2,6,92970
47,8700,2,6,1,2,74340
37,9100,2,2,4,6,62000
76.2,8400,4,12,3,4,123060
51.7,2600,9,11,3,7,108540
20.2,5600,5,7,1,4,32540
39.5,3900,1,1,2,4,90540
28.7,5900,3,8,1,4,36970
64.8,2500,1,4,2,3,114190
56.8,6600,1,9,5,9,71820
65.9,2600,4,5,2,6,125610
57.4,8700,1,1,3,4,67820
61.3,9400,3,12,4,6,79310
39,1900,2,3,1,5,101150
37.9,500,2,4,1,5,82730
33.6,3000,2,10,3,4,62330
60.3,9200,7,9,4,5,88270
56.7,4600,3,5,4,5,96840
21.4,2500,7,8,1,3,41310
29.6,5800,8,12,1,2,43750
65.4,8800,6,6,4,7,109770
23,7700,3,12,3,5,36550
43.7,2800,1,1,1,2,102170
65.4,5100,5,5,5,7,100700
53.6,3600,3,8,3,4,121180
44.3,7000,2,3,4,6,63030
26,3200,4,4,3,4,54890
72.7,1700,11,11,4,5,135830
44.1,2700,11,12,1,5,72550
92.8,7100,9,9,7,10,123020
62.5,3100,2,3,5,9,105240
27.2,1500,1,11,1,2,50010
46.2,5800,11,11,2,4,83070
81.1,3800,2,7,1,4,205090
43.7,6700,1,11,3,5,74410
95,7500,2,3,3,6,134910
58.4,7800,5,6,2,5,78940
40.8,9300,6,6,1,4,53640
42,8300,2,11,1,5,63760
62.7,5500,8,12,3,5,84460
62.4,500,1,1,1,2,144380
43.6,1800,5,6,3,4,86910
51.5,6900,2,4,1,5,88840
41.4,5100,7,12,2,4,69690
60.7,6100,3,7,4,5,100970
53.4,5800,5,7,1,3,83650
44.2,8600,7,10,3,7,67890
48.9,5700,8,11,4,8,69450
20.7,2700,8,10,2,4,40130
60.1,200,3,11,5,7,194800
20.6,5200,1,1,2,4,31290
84.3,6700,4,6,4,8,157120
64.6,7800,2,2,2,5,89710
95.6,900,1,1,5,8,265600
22,7000,1,8,2,3,26370
80.1,7000,6,10,3,5,113830
45.9,7400,1,9,2,6,61380
81.1,9800,10,10,5,6,127290
51.1,6400,5,6,4,7,87880
25.7,2000,6,6,2,6,60110
68.8,4900,1,2,2,4,155910
48.4,5300,7,7,1,2,86330
20.1,2600,5,6,1,3,30820
88,600,1,3,1,2,205520
25.8,5200,1,2,1,4,32600
81.9,1100,7,8,2,4,220020
66,8700,2,2,2,4,95750
53.6,9900,3,6,1,2,101530
39.1,3000,3,9,1,4,83760
31.6,7700,2,2,3,6,55680
63.7,4500,1,1,1,2,143210
80.6,600,2,5,2,4,240730
59,4900,1,1,3,5,110440
47,6200,1,1,5,6,55870
59.4,7500,1,1,1,5,70670
96.8,5800,1,1,7,8,116210
25.1,1100,7,7,1,3,46350
81.1,6600,1,12,5,7,102620
28.4,6000,2,5,2,3,41440
59.7,1900,1,3,4,5,147380
65.4,5600,6,12,3,7,113130
85.6,1800,4,10,6,8,185320
38.7,5000,7,9,1,2,67570
95.4,2200,1,1,7,10,168190
41.3,8100,9,9,1,5,54450
47.9,1500,1,1,5,7,98930
32.7,9000,3,4,4,7,48610
31.5,6000,4,4,4,5,51560
36.7,8300,5,8,1,2,68050
75,9200,3,3,1,2,117180
31,700,4,11,1,5,84310
39,600,5,6,1,2,83080
23.7,9700,5,6,1,3,39690
63.1,2200,1,1,1,4,135890
50,2000,1,4,1,2,96030
66.1,2800,4,5,2,5,135930
58.4,600,1,1,1,3,138390
62.8,8700,4,7,3,4,85910
24.3,2800,2,7,2,6,50090
64.4,4400,5,5,1,3,125300
23.1,9800,3,5,1,5,35060
58.7,2300,11,11,5,8,133550
28.1,6100,3,3,1,5,35500
94.1,7700,2,8,6,9,166000
58.5,7700,2,4,5,7,93310
27.2,1700,5,7,1,2,55010
40.7,7900,1,12,3,6,51390
72.1,4700,11,12,5,7,135160
66.7,2400,5,5,1,2,157090
59.8,7100,9,9,3,5,93160
38.1,7500,9,11,1,2,60300
71.3,8400,5,8,4,8,130860
35.8,5500,5,10,2,6,50810
94.8,8600,1,1,5,8,146750
28.1,4800,1,7,2,3,48070
55.5,2200,1,1,4,5,118680
63.7,2100,4,6,3,5,128470
55.4,6400,1,1,2,3,79520
27.9,2600,4,6,3,6,69070
37,2000,3,11,2,4,62320
63,8800,1,3,1,2,81020
99.7,4900,1,12,2,6,205750
26.7,3600,11,12,1,3,60140
62.4,4000,2,8,2,3,109780
23.4,3200,9,11,1,5,46080
52.2,1400,1,5,1,3,102410
67.9,6100,3,4,4,8,93800
59.3,1000,1,12,4,5,119600
34.9,4600,2,2,1,2,56410
69.9,8400,2,12,4,7,102330
42.7,2700,1,1,1,5,99370
21.7,400,7,9,1,5,55000
29.1,7000,1,4,3,6,48470
96.9,1600,6,12,3,4,193770
37.9,2400,5,5,3,5,60370
54.1,9300,4,12,4,8,85720
31,1700,4,7,3,5,82810
38.3,5400,1,2,1,5,53840
50.8,5400,1,4,1,4,79910
25.5,6400,3,5,2,3,42190
30.5,900,1,5,4,7,71310
65.9,6600,1,1,4,8,97260
35.3,8000,1,2,2,6,60010
92.1,9300,7,9,4,7,124330
62.9,1500,2,10,3,5,186490
86.6,3300,3,6,4,6,195300
26.6,9900,4,5,1,4,37800
53.6,400,1,4,2,4,144960
63.3,3500,3,7,1,5,112090
63.1,8700,1,9,1,4,106700
37.2,5400,1,11,2,5,58750
72.7,6500,2,8,3,4,136880
57.9,800,2,3,3,7,133970
95.9,6000,5,6,4,7,171320
21.2,7600,4,4,1,5,37680
97.9,6100,4,6,3,5,182100
49.6,4700,4,4,2,5,107930
54.8,7900,1,10,4,7,95180
55,6700,5,10,2,6,71110
81.1,4100,3,5,1,2,142220
46.2,300,5,5,3,6,124150
61.9,1200,8,10,5,8,123020
68.7,8200,3,8,1,3,129870
62.2,4200,4,7,1,3,129340
34.9,4800,10,11,1,4,79240
58.5,9100,8,11,5,7,78690
47,6600,5,5,1,2,75970
33.6,1900,3,6,2,6,98310
32.4,6800,3,6,1,4,43950
66,4700,1,1,3,5,119750
58.2,8600,4,9,4,6,94320
49.7,4600,2,8,3,6,116900
30.8,9800,1,11,3,5,40240
97.2,7700,5,5,4,8,130250
34.2,6300,6,7,4,6,46500
59.7,4900,9,9,1,5,104820
53.5,7900,6,10,1,3,78980
64.7,9500,8,10,3,7,92500
22.1,9400,5,8,1,2,31530
28.1,6800,6,10,2,6,46950
42.9,4300,1,4,4,5,70770
71.3,8600,10,10,6,7,98880
36.2,9800,2,7,4,7,51990
53.7,2400,7,10,1,2,89220
50.6,4700,4,12,2,4,90410
72.5,1100,2,2,3,7,159790
63.4,7900,12,12,1,3,113720
84.6,5400,4,4,4,8,144890
26.6,9700,2,2,1,4,37340
31.3,4600,4,4,1,3,64900
60.2,9100,7,7,4,8,84080
25.3,7200,4,5,2,4,41410
44.4,4600,3,3,1,2,103890
69.8,6300,3,4,2,3,106160
52.1,5400,3,5,3,6,68690
77.2,5500,6,7,6,10,98450
25.1,6500,1,2,1,3,31940
25.4,2200,3,4,1,4,58840
56.9,600,1,2,5,8,154750
33,1800,7,8,1,3,81820
37,2700,1,2,3,4,88140
35.3,6200,7,9,1,3,47610
46.1,4200,9,9,5,8,76210
53,4400,2,11,1,2,122140
54.9,3100,1,2,1,2,114920
66.2,5900,6,10,2,6,124710
67.2,7200,5,10,1,3,83630
80,5200,11,12,1,2,126860
56.3,6500,11,12,4,7,76410
23,9300,11,11,1,3,37400
69.5,7000,3,3,6,10,107080
98.9,9500,2,3,3,6,145170
24.5,6500,1,2,3,5,43520
86.9,1600,4,10,4,8,197220
55.1,1400,5,6,2,6,152090
84.4,6400,1,1,5,6,143710
57.3,5300,6,11,1,5,72120
20.6,2900,2,7,2,3,47770
32,2800,5,6,1,3,61310
82,5200,5,8,5,8,129700
28.5,2400,11,11,1,5,65560
85,6800,1,5,3,5,133560
40.2,3800,5,10,1,2,66370
28.6,3200,5,6,2,3,51480
48.4,4300,4,5,4,6,104500
51.7,4600,6,6,4,5,83700
40.5,7000,4,4,1,3,49170
80.5,700,2,4,3,7,181320
50.2,4000,5,11,4,5,82930
82.9,8300,1,3,5,8,99900
45.5,3100,1,3,2,5,85420
61.4,6700,3,4,3,6,85540
47.8,9000,5,9,3,6,61800
64.2,7000,10,10,5,7,110530
28.8,2100,2,6,2,3,51600
25.1,1800,11,11,2,6,70360
42.2,100,10,10,2,3,121720
47.5,700,4,9,4,7,125440
35.4,3100,3,3,1,5,80350
39.2,2300,4,4,4,8,68010
65.8,3300,7,9,1,4,127890
39.7,2900,4,5,4,6,91890
41.9,2800,7,10,3,6,83900
57.4,6500,5,10,1,2,92040
53.5,3100,1,1,1,3,89310
90.7,3800,5,9,3,7,162160
52.3,4100,2,4,1,2,117350
40.4,5400,1,2,1,2,56060
66.9,7100,2,12,5,9,96980
83.3,5100,5,6,2,4,111780
58.3,6900,2,2,3,6,69100
35.6,2600,1,1,2,5,61800
67.1,1300,7,10,3,5,173380
72.8,8100,3,8,3,7,133340
42.4,900,5,5,1,3,118520
58.6,900,6,10,2,6,160710
68.6,3300,6,7,1,4,111870
96.5,7600,1,4,6,7,130180
51.4,5200,10,11,1,3,80760
23.1,5400,7,8,1,2,34780
48,4500,2,5,5,6,83220
97.7,2600,2,5,2,6,205390
59.3,3200,2,6,3,5,109790
69.8,7700,2,2,1,5,124250
53.4,7600,6,7,4,7,66700
20.1,6200,2,3,1,3,25810
67.8,6000,3,8,3,5,91520
35.6,6400,11,11,2,3,42420
34.4,4300,5,6,4,8,72810
79.3,7800,4,11,1,5,98230
60.5,2200,11,11,1,5,110370
73.6,3200,4,4,4,5,130620
60,4000,6,6,2,5,119820
84.9,7400,1,6,1,5,121790
28.4,9300,1,5,1,2,46260
90,8500,6,9,1,2,155010
33.3,5800,2,3,2,3,54390
75.4,8600,3,7,5,7,117830
24.3,4700,1,7,2,3,57560
23.4,8700,5,10,1,3,29560
54.9,5000,9,12,1,5,103000
20.3,500,1,1,2,4,48900
37.4,700,7,11,3,6,78450
59.7,6500,4,9,5,6,106680
37.5,2700,4,4,4,7,67630
45.9,7600,10,10,4,7,63240
60.4,1100,3,4,5,9,121920
39.2,8100,1,1,1,2,61700
44.5,2500,1,7,1,3,98200
24.3,4100,4,4,3,5,55190
39.1,1700,5,5,4,6,75690
75.2,3200,3,3,5,8,139750
44.8,4500,2,3,4,7,107810
39.4,9400,5,11,1,2,50340
66.9,5800,3,5,5,8,111790
51.9,5400,5,11,1,5,95100
33,6100,5,11,3,7,47710
62.3,3300,10,11,1,3,132040
26.4,7100,2,3,2,6,35470
35,400,7,10,2,4,96220
62.7,1200,3,9,1,4,121090
22.7,9300,1,4,2,6,31130
39.7,8100,2,2,4,6,70880
53.9,6400,1,3,4,6,85950
58.1,7700,1,9,3,7,83190
30.9,8700,1,1,1,3,36370
29.8,500,1,1,1,4,72140
40.5,1100,3,5,2,3,116960
35.4,1500,3,8,1,5,106300
63.3,9600,1,1,3,7,107840
66.2,6600,10,12,1,4,89300
99.3,1100,6,6,6,8,237090
49.1,1100,2,2,5,8,104860
87.7,7100,7,7,5,6,146170
51.1,6900,6,8,2,6,79460
24.5,2600,10,10,2,5,41010
20.5,7500,3,9,1,5,27400
56.6,1900,1,7,5,8,110590
22.5,2600,6,6,2,3,43290
56.7,8400,8,11,4,6,86340
36.6,1800,4,11,1,5,110530
97.4,4600,7,8,4,6,195390
27.8,5600,5,9,2,3,35410
36.6,5300,4,6,1,2,68700
69.7,6300,4,9,6,10,119650
37.8,5600,5,5,1,5,64050
33,3000,1,1,1,5,64410
79.9,1600,2,12,5,8,194690
30.9,2400,4,7,4,7,56680
79.1,6400,4,7,3,5,105500
20.5,8200,1,1,1,4,34240
74,400,1,6,6,8,216980
53.2,600,6,6,5,7,141340
61,4000,10,11,1,2,122640
54.9,1100,5,11,2,5,121570
74.5,3000,2,10,2,3,126400
25.9,7700,3,3,3,7,34490
34.3,4900,2,3,3,6,58990
56.9,3300,5,12,3,6,127350
63.3,1600,1,6,2,5,175630
52.1,2900,1,8,5,6,100390
60.5,8600,1,6,1,2,97020
34.1,4200,1,2,1,4,80130
38.4,6700,4,5,4,8,51450
68.5,8900,3,4,3,7,95860
40.6,100,5,11,2,5,116860
37,7800,6,9,2,5,59960
32.8,9200,2,2,3,5,55760
55.6,4300,2,6,1,2,135270
37.7,100,5,8,4,6,114930
29.3,900,10,11,1,5,66290
95.4,1300,7,9,2,4,243970
37.9,3600,4,5,3,5,79980
78.3,5100,2,6,6,8,118490
40.2,6900,8,8,1,4,65910
36.7,1200,5,7,4,7,89770
57,5200,3,11,2,4,74830
50.8,4900,1,1,4,7,98980
31.7,600,9,9,4,6,81220
69.7,2800,1,2,2,6,158640
41.6,6100,3,3,1,3,74240
78.6,9300,3,3,4,6,137090
33.4,3000,1,1,4,8,68380
30.1,400,5,5,4,7,67830
24.1,6400,5,11,1,5,45760
67.5,8500,4,6,1,4,112470
87.5,5800,3,7,6,10,111470
55.3,5100,4,11,1,2,72650
24,3200,6,10,2,3,53140
65.4,1100,1,6,1,4,168690
34.6,7600,3,5,3,6,43420
66.3,8400,7,11,2,6,102410
81.2,500,9,10,5,9,210390
26.1,7100,1,2,2,5,37700
41.6,1600,6,6,1,5,112460
55.5,9200,3,5,1,5,94430
77.8,3500,2,7,2,3,140940
57.4,1000,3,4,1,4,153940
51.4,4800,3,4,1,3,105470
59.6,800,7,12,4,6,158980
20.7,9300,2,2,1,5,25110
43.1,6200,1,12,3,5,59730
35.5,2200,1,1,3,4,86160
34.7,3400,7,10,1,2,67870
42.5,100,5,7,1,4,139450
53.9,3800,2,12,1,3,118740
76.6,5800,3,3,5,8,115060
60.4,7200,2,6,3,5,75970
53.7,5700,6,9,4,5,97180
50.7,6600,1,5,3,7,79300
56.7,1700,4,4,3,7,131040
62.6,5900,4,6,1,2,92110
37.7,4300,5,8,3,5,85200
54.6,9400,2,2,3,6,92670
45.2,1200,1,1,4,8,115120
44.7,8600,1,1,3,7,75020
40.5,900,3,12,1,5,95840
62.4,7200,6,6,5,6,100020
27.2,9800,5,10,2,4,50510
66.8,2200,7,7,1,2,121860
33.5,4400,8,8,2,5,63580
44,8100,10,11,1,3,62400
97.2,4000,2,2,3,7,173910
31.7,1400,4,7,1,5,82390
41.4,6600,1,2,1,5,73290
62.5,4300,9,12,4,5,110250
57.1,3500,2,7,3,6,107780
68.3,2300,2,5,3,6,112960
64.3,4500,4,11,1,4,115510
55.9,600,9,12,2,4,161810
68.1,9400,2,7,3,5,110690
36.4,1300,4,4,1,3,68790
69.9,7800,7,12,2,4,125230
54.1,6100,2,8,1,5,101090
39.4,3800,1,1,3,5,64110
56.5,2300,9,11,2,6,94030
95.8,7900,3,7,2,5,122220
40.5,6900,1,3,4,8,69760
46.5,200,1,5,4,7,124370
58,6600,1,3,1,2,103140
36.3,4600,1,1,2,5,85360
33.8,9300,10,11,1,2,57670
46.1,7900,10,12,4,5,69230
64.1,3000,2,11,1,3,111250
59.7,900,3,5,2,4,115810
36.5,7800,4,4,4,7,48680
38.9,1000,1,5,3,4,87450
26.7,7700,1,3,3,5,41520
47.5,3200,5,8,5,9,119670
43.8,4400,2,3,2,3,95750
44.1,3000,3,10,2,3,106370
24.5,9600,1,2,2,3,34240
23.3,4900,7,12,1,5,39990
44.9,7300,3,6,4,5,84920
20.4,8200,1,2,1,5,31850
52.7,700,6,6,3,6,118000
85.6,1800,6,8,3,7,162880
39.3,2800,1,1,2,3,73560
38.1,4100,2,10,1,3,65730
44.9,6800,4,12,4,7,77370
88.2,1300,3,4,2,4,206700
21.1,6100,1,1,1,4,26160
94.7,5600,3,12,4,6,161480
43.7,9700,5,7,4,6,82110
72.8,700,10,10,4,7,132740
59.1,9200,2,6,3,5,75000
29.6,8900,2,9,2,4,47800
30.5,800,1,2,3,7,55640
20.2,5700,3,3,1,4,32610
58.5,3500,6,8,1,2,144990
22.5,2900,7,11,3,5,52860
50.7,6300,4,5,3,7,83500
48.4,2200,9,9,2,3,115860
29.1,200,9,9,1,5,75160
70,5300,1,1,4,5,105900
24.1,1400,5,8,2,6,64860
